Snowpiercer Food Master — 179-item master dataset
"179 usable catalog items; imperial-only working view (oz, cups, lb, ft, °F). Metric helper fields are retained only as hidden backend support. Beverage production chains are tracked on the Production Chains tab."
Row,Item,Stage,Group,Category,Type,Serving Qty,Serving Unit,Serving g (metric),Serving mL (metric),Serving State,Calories,Storage Form,Shelf Life wk,Shelf Stable?,Dedicated Grow Car Fit,Avg Live Weight lb,Packaged Meat lb / animal,Meat kcal / animal,Offal lb / animal,Fat lb / animal,Bones lb / animal,Hide/Feather/Fleece lb / animal,Other Recoverable lb / animal,Total Accounted lb,Mass Balance %,Propagation,Lifecycle,Reusable?,Harvest,Upstream,Train Fit,Difficulty / Rarity,Biome,District,Air F,Water F,Humidity %,Height ft,Width ft,Length ft,Tier Height ft,Max Layers,Indoor System,Root Zone ft,Shareable Floor %,Start From,Full Maturity wk,First Harvest wk,Fruit Ripening wk,Harvest Every wk,Yield lb/ft2,Harvest Window wk,Reset wk,Flavor,Climate Notes,Note,Timing Notes,Source IDs,Sources,Timing Sources
104.0,Beef Stew Trim,Butchered,Protein,Meat,Beef,3.53,oz,100.0,,Uncooked,250.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,No,butcher from eligible animal,Cattle,livestock/butchery,Common,,,,,,,,,,,,,0.0,Cattle animal,104.28571428571429,104.28571428571429,,0.0,,0.0,104.28571428571429,"beefy,rich,savory,varied",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT
95.0,Beef Strip,Butchered,Protein,Meat,Beef,3.53,oz,100.0,,Uncooked,250.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,No,butcher from eligible animal,Cattle,livestock/butchery,Uncommon,,,,,,,,,,,,,0.0,Cattle animal,104.28571428571429,104.28571428571429,,0.0,,0.0,104.28571428571429,"beefy,rich,balanced,juicy",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT
93.0,Beef Tenderloin,Butchered,Protein,Meat,Beef,3.53,oz,100.0,,Uncooked,250.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,No,butcher from eligible animal,Cattle,livestock/butchery,Rare,,,,,,,,,,,,,0.0,Cattle animal,104.28571428571429,104.28571428571429,,0.0,,0.0,104.28571428571429,"mild,tender,lean,buttery",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT
107.0,Beef Tongue,Butchered,Protein,Meat,Beef,3.53,oz,100.0,,Uncooked,250.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,No,butcher from eligible animal,Cattle,livestock/butchery,Rare,,,,,,,,,,,,,0.0,Cattle animal,104.28571428571429,104.28571428571429,,0.0,,0.0,104.28571428571429,"rich,beefy,tender,fatty",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT
106.0,Beef Trim,Butchered,Protein,Meat,Beef,3.53,oz,100.0,,Uncooked,250.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,No,butcher from eligible animal,Cattle,livestock/butchery,Common,,,,,,,,,,,,,0.0,Cattle animal,104.28571428571429,104.28571428571429,,0.0,,0.0,104.28571428571429,"beefy,fatty,savory,varied",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT
118.0,Chicken Breast,Butchered,Protein,Meat,Chicken,3.53,oz,100.0,,Uncooked,190.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,No,butcher from eligible animal,Chickens,livestock/butchery,Common,,,,,,,,,,,,,0.0,Chickens animal,20.0,20.0,,0.0,,0.0,20.0,"mild,lean,delicate,clean",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT
120.0,Chicken Drumstick,Butchered,Protein,Meat,Chicken,3.53,oz,100.0,,Uncooked,190.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,No,butcher from eligible animal,Chickens,livestock/butchery,Common,,,,,,,,,,,,,0.0,Chickens animal,20.0,20.0,,0.0,,0.0,20.0,"savory,juicy,rich,dark-meat",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT
119.0,Chicken Thigh,Butchered,Protein,Meat,Chicken,3.53,oz,100.0,,Uncooked,190.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,No,butcher from eligible animal,Chickens,livestock/butchery,Common,,,,,,,,,,,,,0.0,Chickens animal,20.0,20.0,,0.0,,0.0,20.0,"rich,juicy,savory,dark-meat",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT
122.0,Chicken Trim,Butchered,Protein,Meat,Chicken,3.53,oz,100.0,,Uncooked,190.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,No,butcher from eligible animal,Chickens,livestock/butchery,Common,,,,,,,,,,,,,0.0,Chickens animal,20.0,20.0,,0.0,,0.0,20.0,"mild,savory,juicy,varied",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT
121.0,Chicken Wings,Butchered,Protein,Meat,Chicken,3.53,oz,100.0,,Uncooked,190.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,No,butcher from eligible animal,Chickens,livestock/butchery,Common,,,,,,,,,,,,,0.0,Chickens animal,20.0,20.0,,0.0,,0.0,20.0,"savory,rich,juicy,fatty",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT
123.0,Goat Leg,Butchered,Protein,Meat,Goat,3.53,oz,100.0,,Uncooked,143.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,No,butcher from eligible animal,Goats,livestock/butchery,Uncommon,,,,,,,,,,,,,0.0,Goats animal,52.142857142857146,52.142857142857146,,0.0,,0.0,52.142857142857146,"earthy,lean,robust,gamey",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT
125.0,Goat Loin,Butchered,Protein,Meat,Goat,3.53,oz,100.0,,Uncooked,143.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,No,butcher from eligible animal,Goats,livestock/butchery,Rare,,,,,,,,,,,,,0.0,Goats animal,52.142857142857146,52.142857142857146,,0.0,,0.0,52.142857142857146,"mild,lean,tender,earthy",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT
126.0,Goat Ribs,Butchered,Protein,Meat,Goat,3.53,oz,100.0,,Uncooked,143.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,No,butcher from eligible animal,Goats,livestock/butchery,Rare,,,,,,,,,,,,,0.0,Goats animal,52.142857142857146,52.142857142857146,,0.0,,0.0,52.142857142857146,"rich,earthy,gamey,savory",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT
124.0,Goat Shoulder,Butchered,Protein,Meat,Goat,3.53,oz,100.0,,Uncooked,143.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,No,butcher from eligible animal,Goats,livestock/butchery,Uncommon,,,,,,,,,,,,,0.0,Goats animal,52.142857142857146,52.142857142857146,,0.0,,0.0,52.142857142857146,"earthy,rich,robust,gamey",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT
127.0,Goat Stew Trim,Butchered,Protein,Meat,Goat,3.53,oz,100.0,,Uncooked,143.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,No,butcher from eligible animal,Goats,livestock/butchery,Uncommon,,,,,,,,,,,,,0.0,Goats animal,52.142857142857146,52.142857142857146,,0.0,,0.0,52.142857142857146,"earthy,lean,savory,robust",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT
105.0,Ground Beef,Butchered,Protein,Meat,Beef,3.53,oz,100.0,,Uncooked,250.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,No,butcher from eligible animal,Cattle,livestock/butchery,Common,,,,,,,,,,,,,0.0,Cattle animal,104.28571428571429,104.28571428571429,,0.0,,0.0,104.28571428571429,"beefy,rich,juicy,savory",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT
128.0,Lamb Leg,Butchered,Protein,Meat,Lamb,3.53,oz,100.0,,Uncooked,282.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,No,butcher from eligible animal,Sheep,livestock/butchery,Uncommon,,,,,,,,,,,,,0.0,Sheep animal,52.142857142857146,52.142857142857146,,0.0,,0.0,52.142857142857146,"rich,gamey,earthy,savory",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT
130.0,Lamb Loin,Butchered,Protein,Meat,Lamb,3.53,oz,100.0,,Uncooked,282.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,No,butcher from eligible animal,Sheep,livestock/butchery,Uncommon,,,,,,,,,,,,,0.0,Sheep animal,52.142857142857146,52.142857142857146,,0.0,,0.0,52.142857142857146,"mild,rich,tender,gamey",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT
131.0,Lamb Rack/Ribs,Butchered,Protein,Meat,Lamb,3.53,oz,100.0,,Uncooked,282.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,No,butcher from eligible animal,Sheep,livestock/butchery,Rare,,,,,,,,,,,,,0.0,Sheep animal,52.142857142857146,52.142857142857146,,0.0,,0.0,52.142857142857146,"rich,fatty,gamey,savory",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT
129.0,Lamb Shoulder,Butchered,Protein,Meat,Lamb,3.53,oz,100.0,,Uncooked,282.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,No,butcher from eligible animal,Sheep,livestock/butchery,Uncommon,,,,,,,,,,,,,0.0,Sheep animal,52.142857142857146,52.142857142857146,,0.0,,0.0,52.142857142857146,"rich,gamey,juicy,earthy",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT
132.0,Lamb Stew Trim,Butchered,Protein,Meat,Lamb,3.53,oz,100.0,,Uncooked,282.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,No,butcher from eligible animal,Sheep,livestock/butchery,Uncommon,,,,,,,,,,,,,0.0,Sheep animal,52.142857142857146,52.142857142857146,,0.0,,0.0,52.142857142857146,"gamey,rich,savory,varied",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT
116.0,Pork Back Ribs,Butchered,Protein,Meat,Pork,3.53,oz,100.0,,Uncooked,290.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,No,butcher from eligible animal,Pigs,livestock/butchery,Uncommon,,,,,,,,,,,,,0.0,Pigs animal,25.714285714285715,25.714285714285715,,0.0,,0.0,25.714285714285715,"sweet,savory,rich,juicy",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT
114.0,Pork Belly,Butchered,Protein,Meat,Pork,3.53,oz,100.0,,Uncooked,290.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,No,butcher from eligible animal,Pigs,livestock/butchery,Uncommon,,,,,,,,,,,,,0.0,Pigs animal,25.714285714285715,25.714285714285715,,0.0,,0.0,25.714285714285715,"rich,fatty,sweet,savory",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT
112.0,Pork Boston Butt,Butchered,Protein,Meat,Pork,3.53,oz,100.0,,Uncooked,290.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,No,butcher from eligible animal,Pigs,livestock/butchery,Common,,,,,,,,,,,,,0.0,Pigs animal,25.714285714285715,25.714285714285715,,0.0,,0.0,25.714285714285715,"rich,fatty,savory,sweet",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT
111.0,Pork Ham,Butchered,Protein,Meat,Pork,3.53,oz,100.0,,Uncooked,290.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,No,butcher from eligible animal,Pigs,livestock/butchery,Common,,,,,,,,,,,,,0.0,Pigs animal,25.714285714285715,25.714285714285715,,0.0,,0.0,25.714285714285715,"mild,lean,savory,sweet",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT
110.0,Pork Loin/Chops,Butchered,Protein,Meat,Pork,3.53,oz,100.0,,Uncooked,290.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,No,butcher from eligible animal,Pigs,livestock/butchery,Common,,,,,,,,,,,,,0.0,Pigs animal,25.714285714285715,25.714285714285715,,0.0,,0.0,25.714285714285715,"mild,lean,sweet,savory",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT
113.0,Pork Picnic Shoulder,Butchered,Protein,Meat,Pork,3.53,oz,100.0,,Uncooked,290.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,No,butcher from eligible animal,Pigs,livestock/butchery,Common,,,,,,,,,,,,,0.0,Pigs animal,25.714285714285715,25.714285714285715,,0.0,,0.0,25.714285714285715,"rich,savory,sweet,juicy",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT
117.0,Pork Sausage Trim,Butchered,Protein,Meat,Pork,3.53,oz,100.0,,Uncooked,290.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,No,butcher from eligible animal,Pigs,livestock/butchery,Common,,,,,,,,,,,,,0.0,Pigs animal,25.714285714285715,25.714285714285715,,0.0,,0.0,25.714285714285715,"savory,fatty,rich,varied",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT
115.0,Pork Spare Ribs,Butchered,Protein,Meat,Pork,3.53,oz,100.0,,Uncooked,290.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,No,butcher from eligible animal,Pigs,livestock/butchery,Uncommon,,,,,,,,,,,,,0.0,Pigs animal,25.714285714285715,25.714285714285715,,0.0,,0.0,25.714285714285715,"rich,fatty,sweet,savory",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT
109.0,Pork Tenderloin,Butchered,Protein,Meat,Pork,3.53,oz,100.0,,Uncooked,290.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,No,butcher from eligible animal,Pigs,livestock/butchery,Rare,,,,,,,,,,,,,0.0,Pigs animal,25.714285714285715,25.714285714285715,,0.0,,0.0,25.714285714285715,"mild,lean,tender,delicate",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT
134.0,Cattle Bones,Byproduct,Input,Bone,Beef,,,,,Raw,,,,,,,,,,,,,,,,slaughter/butchery,animal-derived byproduct,No,collect at slaughter,Cattle,livestock/butchery,Common,,,,,,,,,,,,,0.0,Cattle animal,104.28571428571429,104.28571428571429,,0.0,,0.0,104.28571428571429,,,Butcher byproduct; explicit upstream for Beef Broth.,Generated at slaughter.,GAME_MEAT + GAME_DATA
136.0,Chickens Bones,Byproduct,Input,Bone,Chicken,,,,,Raw,,,,,,,,,,,,,,,,slaughter/butchery,animal-derived byproduct,No,collect at slaughter,Chickens,livestock/butchery,Common,,,,,,,,,,,,,0.0,Chickens animal,20.0,20.0,,0.0,,0.0,20.0,,,Butcher byproduct; explicit upstream for Chicken Broth.,Generated at slaughter.,GAME_MEAT + GAME_DATA
135.0,Pigs Bones,Byproduct,Input,Bone,Pork,,,,,Raw,,,,,,,,,,,,,,,,slaughter/butchery,animal-derived byproduct,No,collect at slaughter,Pigs,livestock/butchery,Common,,,,,,,,,,,,,0.0,Pigs animal,25.714285714285715,25.714285714285715,,0.0,,0.0,25.714285714285715,,,Butcher byproduct; explicit upstream for Pork Broth.,Generated at slaughter.,GAME_MEAT + GAME_DATA
133.0,Pigs Fat,Byproduct,Input,Animal Fat,Pork,,,,,Raw,,,,,,,,,,,,,,,,slaughter/butchery,animal-derived byproduct,No,collect at slaughter,Pigs,livestock/butchery,Common,,,,,,,,,,,,,0.0,Pigs animal,25.714285714285715,25.714285714285715,,0.0,,0.0,25.714285714285715,,,Butcher byproduct used upstream for Rendered Pork Fat.,Generated at slaughter.,GAME_MEAT + GAME_DATA
90.0,Fish Sauce,Input,Protein,Condiment,,,,,,Raw,,,,,,,,,,,,,,,,supply/utility,finite or system supply,No,consume as recipe/process input,Stored ingredient,processing input,Uncommon,,,,,,,,,,,,,0.0,existing supply,0.0,0.0,,0.0,,0.0,0.0,,,Required game input; no producer modeled.,,GAME_DATA / GAME_RECIPE
92.0,Food-grade Calcium Hydroxide,Input,Input,Processing Input,Nixtamalization Mineral,,,,,Raw,,,,,,,,,,,,,,,,supply/utility,finite or system supply,No,consume as recipe/process input,Stored mineral input,processing input,Common,,,,,,,,,,,,,0.0,existing supply,0.0,0.0,,0.0,,0.0,0.0,,,Required game input; no producer modeled.,,GAME_DATA / GAME_RECIPE
89.0,Kansui Salts,Input,Input,Processing Input,Alkaline Salts,,,,,Raw,,,,,,,,,,,,,,,,supply/utility,finite or system supply,No,consume as recipe/process input,Stored mineral input,processing input,Common,,,,,,,,,,,,,0.0,existing supply,0.0,0.0,,0.0,,0.0,0.0,,,Required game input; no producer modeled.,,GAME_DATA / GAME_RECIPE
88.0,Koji Starter,Input,Input,Processing Input,Fermentation Culture,,,,,Raw,,,,,,,,,,,,,,,,supply/utility,finite or system supply,No,consume as recipe/process input,Maintained/purchased culture,processing input,Uncommon,,,,,,,,,,,,,0.0,existing supply,0.0,0.0,,0.0,,0.0,0.0,,,Required game input; no producer modeled.,,GAME_DATA / GAME_RECIPE
86.0,Salt,Input,Input,Seasoning,,,,,,Raw,,Dry sealed,520.0,Yes,No,,,,,,,,,,,supply/utility,finite or system supply,No,consume as recipe/process input,Mine/trade reserve,processing input,Common,,,,,,,,,,,,,0.0,existing supply,0.0,0.0,,0.0,,0.0,0.0,,,Required game input; no producer modeled.,,GAME_DATA / GAME_RECIPE
61.0,Cow Milk,Primary,Dairy,Milk,Cow,3.38,fl oz,100.0,100.0,Fresh,61.0,,,,,,,,,,,,,,,lactating cow,lactation cycle,Yes,milk lactating cows,Cattle,livestock,Uncommon,,temperate,,,,,,,,,Livestock,,0.0,bred cow,103.47142857142856,103.47142857142856,,0.14285714285714285,,43.57142857142857,52.142857142857146,,,"Game kcal density is 2,309 kcal/gal.",Milk output depends on lactating cows; dairy lifecycle is tracked in livestock v7.,GAME_LIFE
60.0,Eggs,Primary,Protein,Egg,,1,egg,50.0,,Fresh,72.0,,,,,,,,,,,,,,,laying hens,continuous poultry output,Yes,collect eggs,Chickens,livestock,Common,,temperate,,,,,,,,,Livestock,,0.0,hen raised to laying age,20.0,20.0,,0.14285714285714285,,0.0,0.14285714285714285,,,"Game tracks eggs as individual units, not bulk weight.",Game poultry model starts laying at ~140 d and plans ~6 eggs/hen/week.,GAME_LIFE
145.0,Flies,Primary,Protein,Insect,,,,,,Raw,,,,,,,,,,,,,,,,eggs → larvae → pupae → adults,short-lived breeder culture,Yes,collect egg clutches; retain breeder adults,organic waste/feed substrate,enclosed insect-rearing rack,Common,Warm Subtropical,warm,77~86,,50~90,,,,,,Insect Rack,,0.0,BSF eggs or breeder colony,4.571428571428571,5.0,,0.14285714285714285,,1.0,4.571428571428571,,"Warm, humid, brightly lit breeder room; mating is light-dependent.",Black soldier flies are the train baseline instead of houseflies because the larvae efficiently convert organic waste into feed biomass.,"UF/IFAS reports eggs hatch in about 4 days, larvae develop in about 14 days, and pupation takes about 14 days; ~35 days to the next egg-producing adult generation is the planning value.","UF_BSF,BSF_TEMP",https://ask.ifas.ufl.edu/publication/IN830 | https://pmc.ncbi.nlm.nih.gov/articles/PMC6211680/,https://ask.ifas.ufl.edu/publication/IN830
62.0,Goat Milk,Primary,Dairy,Milk,Goat,3.38,fl oz,100.0,100.0,Fresh,69.0,,,,,,,,,,,,,,,lactating doe,lactation cycle,Yes,milk lactating goats,Goats,livestock,Uncommon,,temperate,,,,,,,,,Livestock,,0.0,bred doe,51.871428571428574,51.871428571428574,,0.14285714285714285,,40.57142857142857,52.142857142857146,,,"Game kcal density is 2,612 kcal/gal.","Game livestock lifecycle models goat breeding, gestation and lactation.",GAME_LIFE
144.0,Honey,Primary,Fat,Sweetener,,1,tbsp,21.0,15.0,Fresh,64.0,Sealed honey,260.0,Yes,No,,,,,,,,,,,honey bee colony + floral nectar,continuous stored hive product,Yes,harvest only capped surplus comb; extract/filter,Bees + flowering crops,food output from pollinator hive,Uncommon,,temperate,,,,,,,,,Hive,,0.0,established honey bee colony,8.571428571428571,8.571428571428571,,4.285714285714286,,25.714285714285715,52.142857142857146,"sweet,floral,rich",,Only surplus honey is removed; enough stores must remain for colony survival.,"Controlled-train planning assumes mature bees plus continuous flowering. New first-year colonies may produce little or no surplus honey, so startup yield can be lower.","USDA_FDC,MU_BEE",https://fdc.nal.usda.gov/ | https://extension.missouri.edu/publications/g7600 | https://extension.missouri.edu/publications/g7601,https://extension.missouri.edu/publications/g7601
