Snowpiercer Food Master — 179-item master dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Current master: 179 usable items. Game-facing servings use U.S. customary units (cup, tbsp, tsp, fl oz, oz, lb and gal); original gram/mL values are retained in hidden metric source columns for exact math. Dimensions use feet, yield uses lb/ft², and all canonical timing fields are stored in days; the game converts day counts to readable days/weeks/months/years. Standard Snowpiercer car exterior: 213.3 × 28.9 × 39.0 ft (L × W × H). Grow stacking reserves ~2 ft for overhead/services, leaving ~37 ft usable vertical production height.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row,Item,Stage,Group,Category,Type,Serving Qty,Serving Unit,Serving g (metric),Serving mL (metric),Serving State,Calories,Storage Form,Shelf Life d,Shelf Stable?,Dedicated Grow Car Fit,Avg Live Weight lb,Packaged Meat lb / animal,Meat kcal / animal,Offal lb / animal,Fat lb / animal,Bones lb / animal,Hide/Feather/Fleece lb / animal,Other Recoverable lb / animal,Total Accounted lb,Mass Balance %,Propagation,Lifecycle,Growth Form,Reusable?,Harvest,Upstream,Train Fit,Difficulty / Rarity,Biome,District,Air F,Water F,Humidity %,Height ft,Width ft,Length ft,Tier Height ft,Max Layers,Indoor System,Root Zone ft,Shareable Floor %,Start From,Full Maturity d,First Harvest d,Fruit Ripening d,Harvest Every d,Yield lb/ft2,Harvest Window d,Reset d,Flavor,Climate Notes,Note,Timing Notes,Source IDs,Sources,Timing Sources,After Harvest,Full Milk Output Through d,Rebreed Flag d,Red Rebreed Flag d,Zero Milk Output d,Milk Output Curve
104,Beef Stew Trim,Butchered,Protein,Meat,Beef,3.53,oz,100.0,,Uncooked,250.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,Non-growing,No,butcher from eligible animal,Cattle,livestock/butchery,Common,,,,,,,,,,,,,0%,Cattle animal,730.0,730.0,,0.0,,0.0,730.0,"beefy,rich,savory,varied",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT,,,Batch Ends,,,,,
95,Beef Strip,Butchered,Protein,Meat,Beef,3.53,oz,100.0,,Uncooked,250.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,Non-growing,No,butcher from eligible animal,Cattle,livestock/butchery,Uncommon,,,,,,,,,,,,,0%,Cattle animal,730.0,730.0,,0.0,,0.0,730.0,"beefy,rich,balanced,juicy",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT,,,Batch Ends,,,,,
93,Beef Tenderloin,Butchered,Protein,Meat,Beef,3.53,oz,100.0,,Uncooked,250.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,Non-growing,No,butcher from eligible animal,Cattle,livestock/butchery,Rare,,,,,,,,,,,,,0%,Cattle animal,730.0,730.0,,0.0,,0.0,730.0,"mild,tender,lean,buttery",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT,,,Batch Ends,,,,,
107,Beef Tongue,Butchered,Protein,Meat,Beef,3.53,oz,100.0,,Uncooked,250.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,Non-growing,No,butcher from eligible animal,Cattle,livestock/butchery,Rare,,,,,,,,,,,,,0%,Cattle animal,730.0,730.0,,0.0,,0.0,730.0,"rich,beefy,tender,fatty",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT,,,Batch Ends,,,,,
106,Beef Trim,Butchered,Protein,Meat,Beef,3.53,oz,100.0,,Uncooked,250.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,Non-growing,No,butcher from eligible animal,Cattle,livestock/butchery,Common,,,,,,,,,,,,,0%,Cattle animal,730.0,730.0,,0.0,,0.0,730.0,"beefy,fatty,savory,varied",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT,,,Batch Ends,,,,,
118,Chicken Breast,Butchered,Protein,Meat,Chicken,3.53,oz,100.0,,Uncooked,190.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,Non-growing,No,butcher from eligible animal,Chickens,livestock/butchery,Common,,,,,,,,,,,,,0%,Chickens animal,140.0,140.0,,0.0,,0.0,140.0,"mild,lean,delicate,clean",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT,,,Batch Ends,,,,,
120,Chicken Drumstick,Butchered,Protein,Meat,Chicken,3.53,oz,100.0,,Uncooked,190.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,Non-growing,No,butcher from eligible animal,Chickens,livestock/butchery,Common,,,,,,,,,,,,,0%,Chickens animal,140.0,140.0,,0.0,,0.0,140.0,"savory,juicy,rich,dark-meat",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT,,,Batch Ends,,,,,
119,Chicken Thigh,Butchered,Protein,Meat,Chicken,3.53,oz,100.0,,Uncooked,190.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,Non-growing,No,butcher from eligible animal,Chickens,livestock/butchery,Common,,,,,,,,,,,,,0%,Chickens animal,140.0,140.0,,0.0,,0.0,140.0,"rich,juicy,savory,dark-meat",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT,,,Batch Ends,,,,,
122,Chicken Trim,Butchered,Protein,Meat,Chicken,3.53,oz,100.0,,Uncooked,190.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,Non-growing,No,butcher from eligible animal,Chickens,livestock/butchery,Common,,,,,,,,,,,,,0%,Chickens animal,140.0,140.0,,0.0,,0.0,140.0,"mild,savory,juicy,varied",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT,,,Batch Ends,,,,,
121,Chicken Wings,Butchered,Protein,Meat,Chicken,3.53,oz,100.0,,Uncooked,190.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,Non-growing,No,butcher from eligible animal,Chickens,livestock/butchery,Common,,,,,,,,,,,,,0%,Chickens animal,140.0,140.0,,0.0,,0.0,140.0,"savory,rich,juicy,fatty",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT,,,Batch Ends,,,,,
123,Goat Leg,Butchered,Protein,Meat,Goat,3.53,oz,100.0,,Uncooked,143.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,Non-growing,No,butcher from eligible animal,Goats,livestock/butchery,Uncommon,,,,,,,,,,,,,0%,Goats animal,365.0,365.0,,0.0,,0.0,365.0,"earthy,lean,robust,gamey",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT,,,Batch Ends,,,,,
125,Goat Loin,Butchered,Protein,Meat,Goat,3.53,oz,100.0,,Uncooked,143.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,Non-growing,No,butcher from eligible animal,Goats,livestock/butchery,Rare,,,,,,,,,,,,,0%,Goats animal,365.0,365.0,,0.0,,0.0,365.0,"mild,lean,tender,earthy",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT,,,Batch Ends,,,,,
126,Goat Ribs,Butchered,Protein,Meat,Goat,3.53,oz,100.0,,Uncooked,143.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,Non-growing,No,butcher from eligible animal,Goats,livestock/butchery,Rare,,,,,,,,,,,,,0%,Goats animal,365.0,365.0,,0.0,,0.0,365.0,"rich,earthy,gamey,savory",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT,,,Batch Ends,,,,,
124,Goat Shoulder,Butchered,Protein,Meat,Goat,3.53,oz,100.0,,Uncooked,143.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,Non-growing,No,butcher from eligible animal,Goats,livestock/butchery,Uncommon,,,,,,,,,,,,,0%,Goats animal,365.0,365.0,,0.0,,0.0,365.0,"earthy,rich,robust,gamey",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT,,,Batch Ends,,,,,
127,Goat Stew Trim,Butchered,Protein,Meat,Goat,3.53,oz,100.0,,Uncooked,143.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,Non-growing,No,butcher from eligible animal,Goats,livestock/butchery,Uncommon,,,,,,,,,,,,,0%,Goats animal,365.0,365.0,,0.0,,0.0,365.0,"earthy,lean,savory,robust",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT,,,Batch Ends,,,,,
105,Ground Beef,Butchered,Protein,Meat,Beef,3.53,oz,100.0,,Uncooked,250.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,Non-growing,No,butcher from eligible animal,Cattle,livestock/butchery,Common,,,,,,,,,,,,,0%,Cattle animal,730.0,730.0,,0.0,,0.0,730.0,"beefy,rich,juicy,savory",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT,,,Batch Ends,,,,,
128,Lamb Leg,Butchered,Protein,Meat,Lamb,3.53,oz,100.0,,Uncooked,282.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,Non-growing,No,butcher from eligible animal,Sheep,livestock/butchery,Uncommon,,,,,,,,,,,,,0%,Sheep animal,365.0,365.0,,0.0,,0.0,365.0,"rich,gamey,earthy,savory",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT,,,Batch Ends,,,,,
130,Lamb Loin,Butchered,Protein,Meat,Lamb,3.53,oz,100.0,,Uncooked,282.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,Non-growing,No,butcher from eligible animal,Sheep,livestock/butchery,Uncommon,,,,,,,,,,,,,0%,Sheep animal,365.0,365.0,,0.0,,0.0,365.0,"mild,rich,tender,gamey",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT,,,Batch Ends,,,,,
131,Lamb Rack/Ribs,Butchered,Protein,Meat,Lamb,3.53,oz,100.0,,Uncooked,282.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,Non-growing,No,butcher from eligible animal,Sheep,livestock/butchery,Rare,,,,,,,,,,,,,0%,Sheep animal,365.0,365.0,,0.0,,0.0,365.0,"rich,fatty,gamey,savory",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT,,,Batch Ends,,,,,
129,Lamb Shoulder,Butchered,Protein,Meat,Lamb,3.53,oz,100.0,,Uncooked,282.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,Non-growing,No,butcher from eligible animal,Sheep,livestock/butchery,Uncommon,,,,,,,,,,,,,0%,Sheep animal,365.0,365.0,,0.0,,0.0,365.0,"rich,gamey,juicy,earthy",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT,,,Batch Ends,,,,,
132,Lamb Stew Trim,Butchered,Protein,Meat,Lamb,3.53,oz,100.0,,Uncooked,282.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,Non-growing,No,butcher from eligible animal,Sheep,livestock/butchery,Uncommon,,,,,,,,,,,,,0%,Sheep animal,365.0,365.0,,0.0,,0.0,365.0,"gamey,rich,savory,varied",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT,,,Batch Ends,,,,,
116,Pork Back Ribs,Butchered,Protein,Meat,Pork,3.53,oz,100.0,,Uncooked,290.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,Non-growing,No,butcher from eligible animal,Pigs,livestock/butchery,Uncommon,,,,,,,,,,,,,0%,Pigs animal,180.0,180.0,,0.0,,0.0,180.0,"sweet,savory,rich,juicy",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT,,,Batch Ends,,,,,
114,Pork Belly,Butchered,Protein,Meat,Pork,3.53,oz,100.0,,Uncooked,290.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,Non-growing,No,butcher from eligible animal,Pigs,livestock/butchery,Uncommon,,,,,,,,,,,,,0%,Pigs animal,180.0,180.0,,0.0,,0.0,180.0,"rich,fatty,sweet,savory",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT,,,Batch Ends,,,,,
112,Pork Boston Butt,Butchered,Protein,Meat,Pork,3.53,oz,100.0,,Uncooked,290.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,Non-growing,No,butcher from eligible animal,Pigs,livestock/butchery,Common,,,,,,,,,,,,,0%,Pigs animal,180.0,180.0,,0.0,,0.0,180.0,"rich,fatty,savory,sweet",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT,,,Batch Ends,,,,,
111,Pork Ham,Butchered,Protein,Meat,Pork,3.53,oz,100.0,,Uncooked,290.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,Non-growing,No,butcher from eligible animal,Pigs,livestock/butchery,Common,,,,,,,,,,,,,0%,Pigs animal,180.0,180.0,,0.0,,0.0,180.0,"mild,lean,savory,sweet",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT,,,Batch Ends,,,,,
110,Pork Loin/Chops,Butchered,Protein,Meat,Pork,3.53,oz,100.0,,Uncooked,290.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,Non-growing,No,butcher from eligible animal,Pigs,livestock/butchery,Common,,,,,,,,,,,,,0%,Pigs animal,180.0,180.0,,0.0,,0.0,180.0,"mild,lean,sweet,savory",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT,,,Batch Ends,,,,,
113,Pork Picnic Shoulder,Butchered,Protein,Meat,Pork,3.53,oz,100.0,,Uncooked,290.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,Non-growing,No,butcher from eligible animal,Pigs,livestock/butchery,Common,,,,,,,,,,,,,0%,Pigs animal,180.0,180.0,,0.0,,0.0,180.0,"rich,savory,sweet,juicy",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT,,,Batch Ends,,,,,
117,Pork Sausage Trim,Butchered,Protein,Meat,Pork,3.53,oz,100.0,,Uncooked,290.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,Non-growing,No,butcher from eligible animal,Pigs,livestock/butchery,Common,,,,,,,,,,,,,0%,Pigs animal,180.0,180.0,,0.0,,0.0,180.0,"savory,fatty,rich,varied",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT,,,Batch Ends,,,,,
115,Pork Spare Ribs,Butchered,Protein,Meat,Pork,3.53,oz,100.0,,Uncooked,290.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,Non-growing,No,butcher from eligible animal,Pigs,livestock/butchery,Uncommon,,,,,,,,,,,,,0%,Pigs animal,180.0,180.0,,0.0,,0.0,180.0,"rich,fatty,sweet,savory",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT,,,Batch Ends,,,,,
109,Pork Tenderloin,Butchered,Protein,Meat,Pork,3.53,oz,100.0,,Uncooked,290.0,,,,,,,,,,,,,,,slaughter/butchery,animal-derived cut,Non-growing,No,butcher from eligible animal,Pigs,livestock/butchery,Rare,,,,,,,,,,,,,0%,Pigs animal,180.0,180.0,,0.0,,0.0,180.0,"mild,lean,tender,delicate",,Generated by butchery; stock depends on slaughter.,Game slaughter/cut catalog.,GAME_RECIPE_V5 + GAME_MEAT,,,Batch Ends,,,,,
134,Cattle Bones,Byproduct,Input,Bone,Beef,,,,,Raw,,,,,,,,,,,,,,,,slaughter/butchery,animal-derived byproduct,Non-growing,No,collect at slaughter,Cattle,livestock/butchery,Common,,,,,,,,,,,,,0%,Cattle animal,730.0,730.0,,0.0,,0.0,730.0,,,Butcher byproduct; explicit upstream for Beef Broth.,Generated at slaughter.,GAME_MEAT + GAME_DATA,,,Batch Ends,,,,,
136,Chickens Bones,Byproduct,Input,Bone,Chicken,,,,,Raw,,,,,,,,,,,,,,,,slaughter/butchery,animal-derived byproduct,Non-growing,No,collect at slaughter,Chickens,livestock/butchery,Common,,,,,,,,,,,,,0%,Chickens animal,140.0,140.0,,0.0,,0.0,140.0,,,Butcher byproduct; explicit upstream for Chicken Broth.,Generated at slaughter.,GAME_MEAT + GAME_DATA,,,Batch Ends,,,,,
135,Pigs Bones,Byproduct,Input,Bone,Pork,,,,,Raw,,,,,,,,,,,,,,,,slaughter/butchery,animal-derived byproduct,Non-growing,No,collect at slaughter,Pigs,livestock/butchery,Common,,,,,,,,,,,,,0%,Pigs animal,180.0,180.0,,0.0,,0.0,180.0,,,Butcher byproduct; explicit upstream for Pork Broth.,Generated at slaughter.,GAME_MEAT + GAME_DATA,,,Batch Ends,,,,,
133,Pigs Fat,Byproduct,Input,Animal Fat,Pork,,,,,Raw,,,,,,,,,,,,,,,,slaughter/butchery,animal-derived byproduct,Non-growing,No,collect at slaughter,Pigs,livestock/butchery,Common,,,,,,,,,,,,,0%,Pigs animal,180.0,180.0,,0.0,,0.0,180.0,,,Butcher byproduct used upstream for Rendered Pork Fat.,Generated at slaughter.,GAME_MEAT + GAME_DATA,,,Batch Ends,,,,,
90,Fish Sauce,Input,Protein,Condiment,,,,,,Raw,,,,,,,,,,,,,,,,supply/utility,finite or system supply,Non-growing,No,consume as recipe/process input,Stored ingredient,processing input,Uncommon,,,,,,,,,,,,,0%,existing supply,0.0,0.0,,0.0,,0.0,0.0,,,Required game input; no producer modeled.,,GAME_DATA / GAME_RECIPE,,,N/A,,,,,
92,Food-grade Calcium Hydroxide,Input,Input,Processing Input,Nixtamalization Mineral,,,,,Raw,,,,,,,,,,,,,,,,supply/utility,finite or system supply,Non-growing,No,consume as recipe/process input,Stored mineral input,processing input,Common,,,,,,,,,,,,,0%,existing supply,0.0,0.0,,0.0,,0.0,0.0,,,Required game input; no producer modeled.,,GAME_DATA / GAME_RECIPE,,,N/A,,,,,
89,Kansui Salts,Input,Input,Processing Input,Alkaline Salts,,,,,Raw,,,,,,,,,,,,,,,,supply/utility,finite or system supply,Non-growing,No,consume as recipe/process input,Stored mineral input,processing input,Common,,,,,,,,,,,,,0%,existing supply,0.0,0.0,,0.0,,0.0,0.0,,,Required game input; no producer modeled.,,GAME_DATA / GAME_RECIPE,,,N/A,,,,,
88,Koji Starter,Input,Input,Processing Input,Fermentation Culture,,,,,Raw,,,,,,,,,,,,,,,,supply/utility,finite or system supply,Non-growing,No,consume as recipe/process input,Maintained/purchased culture,processing input,Uncommon,,,,,,,,,,,,,0%,existing supply,0.0,0.0,,0.0,,0.0,0.0,,,Required game input; no producer modeled.,,GAME_DATA / GAME_RECIPE,,,N/A,,,,,
86,Salt,Input,Input,Seasoning,,,,,,Raw,,Dry sealed,3640.0,Yes,No,,,,,,,,,,,supply/utility,finite or system supply,Non-growing,No,consume as recipe/process input,Mine/trade reserve,processing input,Common,,,,,,,,,,,,,0%,existing supply,0.0,0.0,,0.0,,0.0,0.0,,,Required game input; no producer modeled.,,GAME_DATA / GAME_RECIPE,,,N/A,,,,,
61,Cow Milk,Primary,Dairy,Milk,Cow,3.38,fl oz,100.0,100.0,Fresh,61.0,,,,,,,,,,,,,,,lactating cow,lactation cycle,Animal Product,Yes,milk lactating cows,Cattle,livestock,Uncommon,,temperate,,,,,,,,,Livestock,,0%,bred cow,724.3,724.3,,1.0,,730.0,365.0,,,"Game kcal density is 2,309 kcal/gal.",Cow-specific DIM rule: 100% modeled milk output through day 305; days 306–600 decline exponentially to 50%; days 601–730 decline linearly from 50% to 0%; rebreed flag at day 305 and red/urgent rebreed flag at day 600. Pregnancy can still trigger the normal pre-calving dry period.,"GAME_LIFE,GAME_DAIRY_CURVE",https://github.com/MSheehy90/living-food-chain-sim/blob/main/snowpiercer/snowpiercer-production-formula-v1.js,https://github.com/MSheehy90/living-food-chain-sim/blob/main/snowpiercer/snowpiercer-livestock-fertility-v8.js,Continues,305,305,600,730,0–305 d = 100%; 306–600 d = exponential decline to 50%; 601–730 d = linear decline from 50% to 0%; >=730 d = 0%
